公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利,工作年限,经验,salary,月工资
深圳市享宇金融服务有限公司,享宇金服,150-500人,A轮,高新区,Java开发工程师,3-5年,本科,8k-11k,"五险一金,带薪年假,下午茶,氛围好","['3', '5']",4.0,"['8', '11']",8.75
成都博雅成信科技有限公司,博雅成信,2000人以上,不需要融资,高新区,Java高级开发工程师,5-10年,本科,15k-25k,"五险一金,年底双薪,周末双休,技术大咖","['5', '10']",7.5,"['15', '25']",17.5
深圳闻善科技有限公司,闻善科技,50-150人,不需要融资,金牛区,JAVA后台开发工程师,不限,本科,1k-2k,福利好,[],0.0,"['1', '2']",1.25
北京科电航宇空间技术有限公司,北京科电航宇空间技术有限公司,50-150人,不需要融资,青羊区,高级JAVA开发工程师,3-5年,本科,10k-20k,"创业公司,福利待遇优,工作环境佳,美女多","['3', '5']",4.0,"['10', '20']",12.5
上海泛微网络科技股份有限公司,泛微,2000人以上,上市公司,武侯区,Java资深开发工程师(成都),3-5年,本科,10k-15k,"上市公司,绩效奖金,开发奖金","['3', '5']",4.0,"['10', '15']",11.25
支付宝（中国）网络技术有限公司成都分公司,蚂蚁金融服务集团(成都),500-2000人,D轮及以上,高新区,java　研发工程师,1-3年,本科,15k-30k,"16薪以上,绩效好期权","['1', '3']",2.0,"['15', '30']",18.75
北京九恒星科技股份有限公司,九恒星,150-500人,上市公司,高新区,Java软件工程师,1-3年,本科,5k-10k,舒适的办公环境、丰富的福利待遇,"['1', '3']",2.0,"['5', '10']",6.25
成都好房通科技股份有限公司,好房通科技,150-500人,上市公司,,Java程序员,1-3年,大专,5k-10k,前沿技术多有机会学习大数据开发，提升快,"['1', '3']",2.0,"['5', '10']",6.25
科大讯飞股份有限公司四川分公司,科大讯飞四川分公司,2000人以上,上市公司,武侯区,中高级java开发工程师,3-5年,本科,12k-20k,"人工智能,上市公司,技术氛围好,团队大咖","['3', '5']",4.0,"['12', '20']",14.0
四川天正信息科技有限公司,天正信息,15-50人,不需要融资,武侯区,java开发工程师,1-3年,本科,6k-10k,"六险一金,节日福利,岗位晋升,带薪年假","['1', '3']",2.0,"['6', '10']",7.0
四川久远银海软件股份有限公司,久远银海,500-2000人,上市公司,锦江区,Java高级工程师,3-5年,本科,10k-15k,"上市公司,五险一金,年度调薪","['3', '5']",4.0,"['10', '15']",11.25
钛马信息网络技术有限公司,钛马车联网,150-500人,B轮,高新区,高级Java软件工程师,5-10年,本科,10k-20k,持续成长和环境和空间duang的一下给你~,"['5', '10']",7.5,"['10', '20']",12.5
北京嗨学卓奥教育科技有限公司,嗨学网,500-2000人,D轮及以上,成华区,高级Java开发工程师,3-5年,本科,15k-26k,弹性工作制，架构师/技术管理上升通道,"['3', '5']",4.0,"['15', '26']",17.75
广州碧软信息科技有限公司,广州碧软,500-2000人,不需要融资,高新区,Java中/高级开发工程师,3-5年,大专,8k-15k,"周末双休,五险一金,带薪年假,绩效奖金","['3', '5']",4.0,"['8', '15']",9.75
四川爱辉科技有限公司,爱辉科技,50-150人,未融资,成华区,JAVA开发工程师,3-5年,本科,8k-16k,"带薪年假,五险一金,周末双休,年终奖金","['3', '5']",4.0,"['8', '16']",10.0
北京思特奇信息技术股份有限公司,思特奇Si-tech,2000人以上,上市公司,,Java工程师,1-3年,本科,5k-10k,五险一金 补充医疗报销 定期体检,"['1', '3']",2.0,"['5', '10']",6.25
四川驹马企业管理有限公司,四川驹马,150-500人,B轮,锦江区,中级java工程师,3-5年,不限,10K-15K,轻松的办公氛围，无限的发展可能,"['3', '5']",4.0,"['10', '15']",11.25
成都香蕉树科技有限公司,找门网,15-50人,未融资,高新区,中高级java工程师,3-5年,本科,10k-15k,"不打卡,发展快","['3', '5']",4.0,"['10', '15']",11.25
成都智城派尔科技有限公司,成都智城派尔公司,少于15人,不需要融资,高新区,中级java开发工程师,3-5年,本科,7k-10k,"发展好,外企","['3', '5']",4.0,"['7', '10']",7.75
重庆云汉网络传媒有限责任公司,重庆云汉网络传媒有限公司,50-150人,不需要融资,,JAVA工程师（高级）,3-5年,大专,12k-18k,朝九晚五+周末双休+五险一金+工作餐,"['3', '5']",4.0,"['12', '18']",13.5
成都数联铭品科技有限公司,BBD,150-500人,C轮,高新区,Java开发工程师（中级）,1-3年,本科,10k-15k,"六险一金,技术大牛,加班补贴,带薪年假","['1', '3']",2.0,"['10', '15']",11.25
成都小二当家网络科技有限公司,小二当家,15-50人,未融资,金牛区,高级java开发工程师,3-5年,本科,12K-16K,公司产品新颖、福利待遇优、团队氛围好,"['3', '5']",4.0,"['12', '16']",13.0
澳新银行营运服务（成都）有限公司,澳新银行,500-2000人,上市公司,高新区,高级Java开发工程师,5-10年,本科,1k-2k,"国际化办公,完善福利,带薪假期,出国机会","['5', '10']",7.5,"['1', '2']",1.25
成都联宇云安科技有限公司,成都联宇云安科技有限公司,15-50人,A轮,武侯区,高级JAVA开发工程师,3-5年,本科,8k-12k,"五险一金,岗位补贴,年终奖金","['3', '5']",4.0,"['8', '12']",9.0
成都盖亚互动信息技术有限公司,盖亚互动,50-150人,天使轮,高新区,高级java开发,5-10年,本科,15k-30k,"高配设备,技术氛围浓,花式下午茶,五险一金","['5', '10']",7.5,"['15', '30']",18.75
支付宝（中国）网络技术有限公司成都分公司,蚂蚁金融服务集团(成都),500-2000人,D轮及以上,高新区,java　研发工程师,3-5年,本科,15k-30k,"绩效好期权,16月+","['3', '5']",4.0,"['15', '30']",18.75
北京思源时代科技有限公司,思源时代,150-500人,不需要融资,锦江区,JAVA开发工程师,3-5年,大专,9k-15k,"机会,挑战","['3', '5']",4.0,"['9', '15']",10.5
四川众鹏科技有限公司,众鹏科技,15-50人,未融资,高新区,中高级java开发攻城狮,3-5年,大专,9k-16k,"六险一金,年底双薪,年度体检,节日福利","['3', '5']",4.0,"['9', '16']",10.75
北明软件有限公司,北明软件,2000人以上,上市公司,武侯区,Java高级开发工程师（成都）,5-10年,本科,12k-16k,"五险一金,年底双薪,餐补电脑补,发展空间大","['5', '10']",7.5,"['12', '16']",13.0
成都奇新科技有限公司,奇新科技,50-150人,天使轮,高新区,Java,5-10年,本科,12k-20k,一起探索快消品O2O兑奖平台领域，敢为先驱,"['5', '10']",7.5,"['12', '20']",14.0
成都长天星斗科技有限公司,成都长天星斗,50-150人,不需要融资,武侯区,JAVA开发工程师,3-5年,不限,8k-15k,"发展快,晋升机会大,工作氛围好","['3', '5']",4.0,"['8', '15']",9.75
成都西辰软件有限公司,西辰软件,50-150人,未融资,高新区,Java软件工程师,不限,本科,4k-8k,环境好，晋升空间大，六险一金，带薪年假,[],0.0,"['4', '8']",5.0
成都新西软科技有限公司,新西软,15-50人,天使轮,温江区,Java,5-10年,本科,15k-25k,有机会进入公司核心团队，年轻人实力说话。,"['5', '10']",7.5,"['15', '25']",17.5
成都三生目科技有限公司,三生目,15-50人,天使轮,锦江区,Java软件开发工程师,3-5年,大专,8K-15K,"合理薪酬,年终奖,项目福利,双休","['3', '5']",4.0,"['8', '15']",9.75
四川成享软件系统有限公司,四川成享,50-150人,不需要融资,武侯区,Java高级开发工程师,5-10年,本科,10k-15k,"五险一金,周末双休,年终奖,节日福利","['5', '10']",7.5,"['10', '15']",11.25
成都市道融世纪信息技术服务有限公司,成都道融世纪,50-150人,A轮,高新区,java开发工程师,1-3年,本科,5k-8k,"六险一金,节日福利,生日会,高端写字楼","['1', '3']",2.0,"['5', '8']",5.75
成都运达科技股份有限公司,运达科技,500-2000人,上市公司,郫县,JAVA高级软件工程师,5-10年,本科,10k-15k,"行业发展,项目丰富,各种福利,绩效奖金","['5', '10']",7.5,"['10', '15']",11.25
成都一步共享科技有限公司,1步单车,50-150人,B轮,高新区,高级JAVA开发工程师,3-5年,本科,10k-13k,"公司好,团队牛","['3', '5']",4.0,"['10', '13']",10.75
四川衡智科技有限公司,衡智科技,15-50人,天使轮,高新区,java高级开发工程师,5-10年,本科,12K-18K,"和谐,期权,分红","['5', '10']",7.5,"['12', '18']",13.5
北京流金岁月文化传播股份有限公司成都分公司,北京流金岁月成都分公司,50-150人,上市公司,高新区,Java服务器端开发工程师（中级）,3-5年,本科,8K-12K,发展空间大,"['3', '5']",4.0,"['8', '12']",9.0
四川途欢医疗健康科技有限公司,途欢科技,50-150人,A轮,高新区,Java高级研发工程师,5-10年,本科,10k-15k,大牛 公司氛围好 年底双薪 定期体检,"['5', '10']",7.5,"['10', '15']",11.25
北京华生恒业科技有限公司,华生恒业,500-2000人,C轮,青羊区,大数据开发/高级JAVA开发,3-5年,本科,8k-16k,"年底双薪,带薪年假,节日福利","['3', '5']",4.0,"['8', '16']",10.0
四川瑞升蓉网络科技有限公司,瑞升蓉,150-500人,不需要融资,武侯区,JAVA中级开发工程师,3-5年,大专,8k-10k,"五险一金,年底双薪,节日福利,绩效奖金","['3', '5']",4.0,"['8', '10']",8.5
成都聚思力信息技术有限公司,成都聚思力信息技术有限公司,500-2000人,上市公司,高新区,高级Java开发 工程师,3-5年,本科,10k-16k,"Java,IT,软件园","['3', '5']",4.0,"['10', '16']",11.5
成都药王科技股份有限公司,药品终端网,150-500人,C轮,高新区,JAVA工程师（搜索）,3-5年,大专,8k-16k,"弹性时间,期权激励,氛围浓厚,五险一金","['3', '5']",4.0,"['8', '16']",10.0
四川向氏惠众科技有限公司,向氏惠众,15-50人,未融资,青羊区,高级JAVA工程师,3-5年,本科,6k-12k,"社会保险,周末双休,人性化管理,年终奖金","['3', '5']",4.0,"['6', '12']",7.5
北明软件有限公司,北明软件,2000人以上,上市公司,武侯区,Java中级开发工程师（成都）,3-5年,本科,10k-16k,"五险一金,年底双薪,餐补电脑补,发展空间大","['3', '5']",4.0,"['10', '16']",11.5
支付宝（中国）网络技术有限公司成都分公司,蚂蚁金融服务集团(成都),500-2000人,D轮及以上,高新区,java　开发工程师,1-3年,本科,16k-32k,"16月薪水,绩效好期权","['1', '3']",2.0,"['16', '32']",20.0
四川华澳新桥集团有限公司,华澳新桥,2000人以上,不需要融资,高新区,Java工程师（高级）,5-10年,本科,10k-13k,"五险一金,带薪年假,团队年轻,发展空间大","['5', '10']",7.5,"['10', '13']",10.75
成都九洲电子信息系统股份有限公司,成都九洲,150-500人,上市公司,高新区,java软件工程师,1-3年,大专,6k-8k,"五险一金,餐补,交通补贴","['1', '3']",2.0,"['6', '8']",6.5
中电九天智能科技有限公司,中电九天智能科技有限公司,50-150人,未融资,双流区,Java研发工程师,3-5年,本科,10k-15k,"六险一金,各项补贴,带薪年假,定期体检","['3', '5']",4.0,"['10', '15']",11.25
北京嗨学卓奥教育科技有限公司,嗨学网,500-2000人,D轮及以上,成华区,Java开发工程师,1-3年,本科,7k-14k,弹性工作制 发展空间大 双休 五险一金,"['1', '3']",2.0,"['7', '14']",8.75
成都市双扬科技有限责任公司,成都双扬科技,少于15人,未融资,高新区,java高级开发工程师,3-5年,本科,8k-15k,"年底奖金,节日福利","['3', '5']",4.0,"['8', '15']",9.75
成都药王科技股份有限公司,药品终端网,150-500人,C轮,高新区,JAVA工程师（电商开发）,3-5年,大专,10k-16k,"弹性时间,期权激励,氛围浓厚,五险一金","['3', '5']",4.0,"['10', '16']",11.5
北京思特奇信息技术股份有限公司,思特奇Si-tech,2000人以上,上市公司,高新区,Java高级工程师,5-10年,本科,9k-13k,五险一金 补充医疗报销 定期体检,"['5', '10']",7.5,"['9', '13']",10.0
成都关心堂科技有限公司,关心堂,50-150人,A轮,成华区,高级Java开发工程师,5-10年,大专,15k-30k,"朝九晚六,周末双休,年终奖,绩效奖金","['5', '10']",7.5,"['15', '30']",18.75
四川久远国基科技有限公司,久远国基,150-500人,不需要融资,锦江区,初中级JAVA软件开发工程师,1-3年,本科,6k-12k,"福利齐全！,环境团队佳,努力才幸运","['1', '3']",2.0,"['6', '12']",7.5
成都车如云网络科技有限公司,车如云,15-50人,未融资,高新区,Java工程师,3-5年,大专,10k-20k,五险一金 项目奖金 年终分红 带薪年假 双休,"['3', '5']",4.0,"['10', '20']",12.5
四川华南信息产业股份有限公司,华南信息,150-500人,上市公司,武侯区,java工程师（中高级）,3-5年,本科,8k-15k,"五险一金,带薪年假,周末双休","['3', '5']",4.0,"['8', '15']",9.75
马上消费金融股份有限公司,马上金融,2000人以上,不需要融资,高新区,高级JAVA开发工程师,5-10年,本科,15k-30k,"五险一金,技术前沿,绩效奖金","['5', '10']",7.5,"['15', '30']",18.75
国信优易数据有限公司,国信优易,500-2000人,B轮,郫县,中高级java工程师,3-5年,本科,8k-10k,"五险一金,绩效奖金,年终奖金,大平台","['3', '5']",4.0,"['8', '10']",8.5
成都融微软件服务有限公司,融微软件,50-150人,不需要融资,高新区,JAVA开发工程师,3-5年,本科,8k-10k,"五险一金,年度体检,任性高温假,年终奖等","['3', '5']",4.0,"['8', '10']",8.5
成都国信安信息产业基地有限公司,国信安,150-500人,不需要融资,双流县,java工程师-中高级,3-5年,本科,8k-16k,"央企,五险一金,班车,信息安全","['3', '5']",4.0,"['8', '16']",10.0
四川蜀信易电子商务有限公司,蜀信易,50-150人,不需要融资,武侯区,Java开发经理,5-10年,本科,20k-25k,"五险一金,餐饮补助,周末双休,电脑补助","['5', '10']",7.5,"['20', '25']",21.25
北京弘合柏基金融信息服务有限责任公司,有利网,500-2000人,A轮,武侯区,Java架构师,3-5年,本科,20k-35k,"大平台,周末双休,五险一金,绩效奖金","['3', '5']",4.0,"['20', '35']",23.75
亚信科技（成都）有限公司,亚信科技,2000人以上,上市公司,青羊区,java软件开发工程师,3-5年,本科,10k-20k,"六险一金,13薪,年终奖,弹性工作制","['3', '5']",4.0,"['10', '20']",12.5
全域生活（成都）科技有限公司,全域生活,50-150人,未融资,高新区,Java高级开发工程师,5-10年,本科,10k-20k,"领袖,高薪,成就感,挑战","['5', '10']",7.5,"['10', '20']",12.5
成都舍得软件开发有限公司,舍得软件,15-50人,不需要融资,成华区,JAVA开发工程师（高级）,5-10年,本科,12k-20k,"人性化管理,舒适的环境","['5', '10']",7.5,"['12', '20']",14.0
成都火星云网络科技有限公司,火星云,15-50人,未融资,武侯区,JAVA工程师,1-3年,不限,9K-12K,优秀者有期权奖励,"['1', '3']",2.0,"['9', '12']",9.75
北京思特奇信息技术股份有限公司,思特奇Si-tech,2000人以上,上市公司,高新区,Java高级工程师,3-5年,本科,8k-15k,七险一金 补充医疗报销 定期体检,"['3', '5']",4.0,"['8', '15']",9.75
农丰时代科技有限公司,人和,2000人以上,上市公司,锦江区,Java中级开发工程师,3-5年,本科,8k-12k,"弹性工作,带薪年假,五险一金,年终奖金","['3', '5']",4.0,"['8', '12']",9.0
成都元典信息技术有限公司,成都元典,少于15人,不需要融资,郫县,JAVA高级开发工程师,3-5年,不限,8k-15k,"包住,按时发工资,人性化管理,坏境好","['3', '5']",4.0,"['8', '15']",9.75
成都跨界思维教育科技有限公司,成都跨界思维,少于15人,不需要融资,高新区,JAVA开发工程师,1-3年,大专,8k-12k,"五险一金,定期聚餐,技术培训,氛围和谐","['1', '3']",2.0,"['8', '12']",9.0
中景恒基云端物联网科技成都有限公司,中景恒基物联网,50-150人,未融资,高新区,高级 Java 开发工程师,3-5年,本科,10K-18K,"云服务,后端,Java","['3', '5']",4.0,"['10', '18']",12.0
成都尼毕鲁科技股份有限公司,tap4fun,150-500人,不需要融资,高新区,JAVA高级研发工程师,3-5年,本科,18k-35k,"java,高薪资,管理","['3', '5']",4.0,"['18', '35']",22.25
四川昂利斯特科技有限公司,昂利斯特,15-50人,未融资,高新区,java开发工程师,3-5年,不限,6k-9k,"学习机会多,五险,自由,氛围好","['3', '5']",4.0,"['6', '9']",6.75
成都智慧杰科技有限公司,订货助手,少于15人,未融资,,Java开发工程师,3-5年,本科,6K-12K,自由工作时间,"['3', '5']",4.0,"['6', '12']",7.5
成都博智云创科技有限公司,小微钢企信息化系统领导者！,15-50人,不需要融资,高新区,高级java工程师,5-10年,本科,14k-20k,"年终奖,激励股分红,弹性上班,弹性年休假","['5', '10']",7.5,"['14', '20']",15.5
成都信通网易医疗科技发展有限公司,信通,150-500人,未融资,武侯区,中高级JAVA开发工程师,3-5年,本科,8k-15k,"公司氛围好,涨薪幅度大","['3', '5']",4.0,"['8', '15']",9.75
成都镁奥途网络科技有限公司,汽车智能互联先驱、改变汽车生活,50-150人,未融资,高新区,高级JAVA开发工程师,3-5年,本科,10k-18k,"双休,13薪,上升空间大,技术大牛","['3', '5']",4.0,"['10', '18']",12.0
信雅达系统工程股份有限公司,信雅达,2000人以上,上市公司,青羊区,java开发工程师,1-3年,本科,7k-14k,"双休,五险一金,年终奖,餐补","['1', '3']",2.0,"['7', '14']",8.75
成都博智维讯信息技术股份有限公司,博智信息,150-500人,不需要融资,高新区,Java开发,3-5年,大专,10k-15k,双休/餐补/体检/旅游/年终奖,"['3', '5']",4.0,"['10', '15']",11.25
壹玖壹玖酒类平台科技股份有限公司,1919酒类直供,2000人以上,上市公司,武侯区,高级JAVA开发工程师,5-10年,大专,15k-25k,"五险一金,弹性上班,节日福利,项目激励","['5', '10']",7.5,"['15', '25']",17.5
北京思特奇信息技术股份有限公司,思特奇Si-tech,2000人以上,上市公司,高新区,高级java开发工程师,3-5年,本科,9k-13k,七险一金 周末双休 节日福利 绩效奖金,"['3', '5']",4.0,"['9', '13']",10.0
杭州麟云科技有限公司成都分公司,杭州麟云科技成都分公司,50-150人,不需要融资,武侯区,Java开发主管,5-10年,本科,11k-19k,你的亮点,"['5', '10']",7.5,"['11', '19']",13.0
成都新橙北斗智联有限公司,新橙北斗,50-150人,不需要融资,武侯区,Java开发工程师,3-5年,本科,8k-15k,"五险一金,餐补通讯补,定期体检,股权激励","['3', '5']",4.0,"['8', '15']",9.75
成都两个月亮科技有限公司,两个月亮科技有限公司,少于15人,天使轮,高新区,JAVA高级开发工程师,3-5年,本科,15K-25K,"晋升空间大,初创有期权,区块链行业","['3', '5']",4.0,"['15', '25']",17.5
成都华蓉领创科技有限公司,华蓉领创,少于15人,天使轮,高新区,高级java开发工程师,3-5年,本科,8K-12K,已获天使投资，发展前景好,"['3', '5']",4.0,"['8', '12']",9.0
京北方信息技术股份有限公司,京北方,2000人以上,D轮及以上,青羊区,java开发工程师（中高级）,3-5年,本科,8k-12k,五险一金,"['3', '5']",4.0,"['8', '12']",9.0
成都崇古尚珍网络科技有限公司,崇古尚珍,50-150人,不需要融资,高新区,JAVA开发工程师,3-5年,不限,8K-16K,"五险一金,定期体检,弹性工作","['3', '5']",4.0,"['8', '16']",10.0
成都二十六度空间科技有限公司,二十六度空间,50-150人,不需要融资,高新区,Java高级开发,3-5年,本科,15k-25k,"五险一金,带薪年假","['3', '5']",4.0,"['15', '25']",17.5
四川宏力信息科技有限责任公司,宏力科技,15-50人,不需要融资,高新区,中级JAVA工程师,3-5年,本科,9K-15K,"五险一金,带薪年假,免费午餐,节日福利","['3', '5']",4.0,"['9', '15']",10.5
北京天广汇通科技有限公司成都分公司,天广汇通,150-500人,不需要融资,高新区,JAVA高级开发工程师,5-10年,本科,14k-20k,"领导好,六险一金,办公室零食,体检","['5', '10']",7.5,"['14', '20']",15.5
四川华南信息产业股份有限公司,华南信息,150-500人,上市公司,武侯区,java工程师（中级）,1-3年,本科,6k-10k,"五险一金,周末双休,带薪年假","['1', '3']",2.0,"['6', '10']",7.0
成都爆米花互娱科技有限公司,爆米花互娱,15-50人,天使轮,武侯区,中高级Java开发工程师,1-3年,本科,7k-13k,"创业型公司,五险一金,发展空间大,扁平化管理","['1', '3']",2.0,"['7', '13']",8.5
贵阳货车帮科技有限公司,货车帮,2000人以上,B轮,高新区,Java,3-5年,本科,12k-24k,"独角兽,五险一金,发展空间,氛围轻松","['3', '5']",4.0,"['12', '24']",15.0
上海联璧电子科技（集团）有限公司,联璧集团,500-2000人,B轮,锦江区,JAVA高级开发工程师/技术经理,5-10年,本科,13k-18k,"五险一金,弹性工作","['5', '10']",7.5,"['13', '18']",14.25
成都丝语美容咨询有限公司,成都丝语美容,2000人以上,不需要融资,锦江区,高级JAVA工程师,5-10年,大专,10k-20k,"带薪年假,发展空间大,绩效奖金,节日礼物","['5', '10']",7.5,"['10', '20']",12.5
苏州中德宏泰电子科技有限公司成都分公司,中德宏泰,150-500人,上市公司,高新区,Java,不限,大专,6k-12k,五险一金 周末双休 节日福利 出国旅游,[],0.0,"['6', '12']",7.5
北京宏链科技有限公司,宏链科技,50-150人,不需要融资,高新区,高级Java工程师,5-10年,本科,15k-20k,"交通便捷,成长空间大","['5', '10']",7.5,"['15', '20']",16.25
成都四星科技有限公司,四星科技,15-50人,未融资,郫县,中级java开发工程师,1-3年,大专,8k-12k,"福利好,加班少,晋升空间大","['1', '3']",2.0,"['8', '12']",9.0
四川五阳网络科技有限公司,万千商城,150-500人,不需要融资,青羊区,JAVA高级软件工程师,不限,不限,15k-30k,"平台大,初创团队,薪酬高",[],0.0,"['15', '30']",18.75
成都壹千零壹夜网络科技有限公司,成都壹千零壹夜网络科技有限公司,15-50人,A轮,金牛区,Java中高级开发工程师,5-10年,大专,12k-20k,五险一金 期权 周末双休,"['5', '10']",7.5,"['12', '20']",14.0
成都瑞骐金融服务外包有限公司,瑞骐金服,500-2000人,不需要融资,青羊区,高级java开发工程师,5-10年,本科,20k-25k,"五险一金,周末双休,氛围轻松,晋升大","['5', '10']",7.5,"['20', '25']",21.25
成都聚思力信息技术有限公司,成都聚思力信息技术有限公司,500-2000人,上市公司,高新区,JAVA中级开发工程师,3-5年,本科,10k-15k,"六险一金,饭补交通补,医补旅游补,9天年假","['3', '5']",4.0,"['10', '15']",11.25
成都东方闻道科技发展有限公司,东方闻道,150-500人,不需要融资,高新区,JAVA中级工程师,1-3年,本科,10k-15k,"下班早,加班少,福利好,美女多","['1', '3']",2.0,"['10', '15']",11.25
成都翼联科技有限公司,翼联科技,150-500人,不需要融资,成华区,Java开发主管,3-5年,大专,10k-13k,"六险一金,周末双休,年终奖金,项目奖金","['3', '5']",4.0,"['10', '13']",10.75
西藏佳斯特信息技术有限公司,西藏佳斯特,50-150人,天使轮,高新区,高级java开发工程师,3-5年,本科,10k-20k,"薪资好,福利好","['3', '5']",4.0,"['10', '20']",12.5
成都数联铭品科技有限公司,BBD,150-500人,C轮,高新区,java后端工程师,3-5年,本科,15k-25k,"六险一金,周末双休,舒适环境,大牛团队","['3', '5']",4.0,"['15', '25']",17.5
中电九天智能科技有限公司,中电九天智能科技有限公司,50-150人,未融资,双流区,高级Java工程师,5-10年,本科,10k-20k,"六险一金,年度体检,带薪年假,各项福利","['5', '10']",7.5,"['10', '20']",12.5
成都东贯云网络科技有限公司,东贯云,少于15人,不需要融资,锦江区,JAVA高级工程师,3-5年,本科,8k-14k,"节日福利,五险一金,年底双薪,加班补助","['3', '5']",4.0,"['8', '14']",9.5
四川驹马企业管理有限公司,四川驹马,150-500人,B轮,锦江区,高级java工程师,5-10年,大专,15k-22k,轻松的办公氛围，无限的发展可能,"['5', '10']",7.5,"['15', '22']",16.75
成都爱智游科技有限公司,爱智游,15-50人,未融资,高新区,高级Java工程师,3-5年,大专,8k-12k,"五险一金,周末双休,朝九晚六,餐补交补","['3', '5']",4.0,"['8', '12']",9.0
